Range,Round,Beat,Place,Ha.,Place Year
Khedbrahma,Lambadiya SF,Lambadiya SF,Dedka-PGVP-24-25,1,
Khedbrahma,Laxmipura SF,Galodiya SF,Laxmipura-VKT-23-24,6,
Khedbrahma,Laxmipura SF,Jadi Simbal SF,Rodhara-NBM-24-25,2,
Khedbrahma,Matoda SF,Radhivad,Tuver-AFPBP-24-25,8,
Khedbrahma,Matoda SF,Matoda SF,Kodariya-NBM-24-25,4,
Khedbrahma,Poshina SF,Poshina SF,Petachapara-AFLDP-24-25,4,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Gadu-PGVP-24-25,1,
Khedbrahma,Lambadiya SF,Lambadiya SF,Nada-AFPBP-24-25,15,
Khedbrahma,Laxmipura SF,Galodiya SF,LAXMIPURA KENALSIDE-S-22-23,3,
Khedbrahma,Laxmipura SF,Jadi Simbal SF,Jadisimbal-NBM-24-25,1,
Khedbrahma,Matoda SF,Radhivad,Tuver-AFLDP-24-25,2,
Khedbrahma,Matoda SF,Matoda SF,Digthali-NBM-24-25,1,
Khedbrahma,Poshina SF,Poshina SF,Salera-AFLDP-24-25,2,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,vasana-PGVP-24-25,1,
Khedbrahma,Kheroj SF,Dan Mahudi SF,BU.Chhapara-AFPBP-24-25,11,
Khedbrahma,Lambadiya SF,Lambadiya SF,Khandhora-AFLDP-24-25,3,
Khedbrahma,Laxmipura SF,Jadi Simbal SF,Galodiya SMashangruh-HG-23-24,1,
Khedbrahma,Matoda SF,Radhivad,Tuver-AFHDP2-24-25,2,
Khedbrahma,Matoda SF,Matoda SF,Khedbrahma to Kheroj-S-23-24,3,
Khedbrahma,Poshina SF,Poshina SF,Dantral-AFLDP-24-25,2,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Padardi-PGVP-24-25,1,
Khedbrahma,Kheroj SF,Dan Mahudi SF,Baddiyantalav-AFPBP-24-25,5,
Khedbrahma,Lambadiya SF,Lambadiya SF,Ganer-AFPBP-24-25,1,
Khedbrahma,Laxmipura SF,Galodiya SF,GALODIYA-G1-22-23,10,
Khedbrahma,Laxmipura SF,Jadi Simbal SF,Rodhara Smashan-E-23-24,1,
Khedbrahma,Matoda SF,Radhivad,KAnthapura-AFLDP-24-25,2,
Khedbrahma,Matoda SF,Matoda SF,Bharamiya-NBM-24-25,0.5,
Khedbrahma,Poshina SF,Poshina SF,Ajavas-AFLDP-24-25,4,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Bhutiya- FF-24-25,6,
Khedbrahma,Kheroj SF,Dan Mahudi SF,Umbora-AFLDP-24-25,16,
Khedbrahma,Lambadiya SF,Lambadiya SF,Malvas-AFLDP-24-25,16,
Khedbrahma,Laxmipura SF,Galodiya SF,Galodiya-NBM-22-23,5,
Khedbrahma,Laxmipura SF,Jadi Simbal SF,Valran-HG-23-24,1,
Khedbrahma,Matoda SF,Radhivad,Panthal-AFHDP2-24-25,1,
Khedbrahma,Matoda SF,Matoda SF,Pipodara-HG-23-24,1,
Khedbrahma,Poshina SF,Poshina SF,Jhinjhanat-AFHDP1-24-25,4,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Barsol- FF-24-25,5,
Khedbrahma,Kheroj SF,Dan Mahudi SF,Navamota-AFHDP1-24-25,6,
Khedbrahma,Lambadiya SF,Lambadiya SF,pathora-AFLDP-24-25,7,
Khedbrahma,Laxmipura SF,Galodiya SF,Galodiya-FF-22-23,1,
Khedbrahma,Laxmipura SF,Jadi Simbal SF,Valaran-FF-23-24,5.5,
Khedbrahma,Matoda SF,Radhivad,Unchidhanal-SHG-24-25,,
Khedbrahma,Matoda SF,Matoda SF,Hingathiya-FF-23-24,4,
Khedbrahma,Poshina SF,Poshina SF,Koland-AFHDP1-24-25,2,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Paroya-RDFL-24-25,1,
Khedbrahma,Kheroj SF,Dan Mahudi SF,Bu.Chhapara-AFHDP1-24-25,2,
Khedbrahma,Lambadiya SF,Lambadiya SF,Nada-AFHDP1-24-25,4,
Khedbrahma,Laxmipura SF,Galodiya SF,Galodiya-G1-21-22,14,
Khedbrahma,Laxmipura SF,Jadi Simbal SF,Navanana-FF-23-24,1,
Khedbrahma,Matoda SF,Radhivad,Unchidhanal-G2-23-24,8,
Khedbrahma,Matoda SF,Matoda SF,Matoda-AFLDP-23-24,5,
Khedbrahma,Poshina SF,Poshina SF,Songadh-AFHDP2-24-25,1,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Manjipura-AFPBP-24-25,16,
Khedbrahma,Kheroj SF,Dan Mahudi SF,Sebaliya-AFHDP1-24-25,2,
Khedbrahma,Lambadiya SF,Lambadiya SF,Dedka-AFHDP2-24-25,1,
Khedbrahma,Laxmipura SF,Jadi Simbal SF,Didhiya-FF-23-24,5.5,
Khedbrahma,Matoda SF,Radhivad,Radhivad-G2-23-24,4,
Khedbrahma,Matoda SF,Matoda SF,HIngathiya-AFLDP-23-24,1,
Khedbrahma,Poshina SF,Poshina SF,Salera-AF-HDP2-24-25,1.5,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Paroya-AFLDP-24-25,16,
Khedbrahma,Kheroj SF,Dan Mahudi SF,Navamota-AFHDP2-24-25,3.5,
Khedbrahma,Lambadiya SF,Lambadiya SF,Demti-AF-HDP2-24-25,1,
Khedbrahma,Laxmipura SF,Jadi Simbal SF,Kheirgadh-FF-23-24,13,
Khedbrahma,Matoda SF,Matoda SF,CHITRODI(AGIYA)-FF-22-23,1.5,
Khedbrahma,Poshina SF,Poshina SF,Petachapara-AF-HDP2-24-25,1,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Bhutiya-AFHDP1-24-25,6,
Khedbrahma,Kheroj SF,Dan Mahudi SF,Umbora-AFHDP2-24-25,1.5,
Khedbrahma,Lambadiya SF,Lambadiya SF,Chochar-AFHDP2-24-25,2,
Khedbrahma,Laxmipura SF,Galodiya SF,Galodiya-NBM-21-22,4,
Khedbrahma,Laxmipura SF,Jadi Simbal SF,Khairgadh-FF-23-24,8,
Khedbrahma,Matoda SF,Radhivad,Chada-FF-23-24,7,
Khedbrahma,Matoda SF,Matoda SF,Digthali-FF-22-23,5,
Khedbrahma,Poshina SF,Poshina SF,Ajavas-AFHDP2-24-25,1.5,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Khedbraghma-AFHDP2-24-25,5,
Khedbrahma,Kheroj SF,Dan Mahudi SF,Danmahudi-NBM-24-25,1.5,
Khedbrahma,Lambadiya SF,Lambadiya SF,Malvas-AFHDP2-24-25,1,
Khedbrahma,Laxmipura SF,Galodiya SF,Laxmipura-VKT-21-22,0.5,
Khedbrahma,Laxmipura SF,Jadi Simbal SF,Didhiya-FF-22-23,3.5,
Khedbrahma,Matoda SF,Radhivad,Radhivad-RDFL-23-24,1.5,
Khedbrahma,Matoda SF,Matoda SF,AGIYA-RDFL-22-23,1.5,
Khedbrahma,Poshina SF,Poshina SF,Chandrana-FF-23-24,7,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Khedva-NBM-24-25,1.5,
Khedbrahma,Kheroj SF,Dan Mahudi SF,Bu.Chhapara-NBM-24-25,1,
Khedbrahma,Lambadiya SF,Lambadiya SF,Dedka-NBM-24-25,4,
Khedbrahma,Laxmipura SF,Galodiya SF,Galodiya-AFHDP1-21-22,1,
Khedbrahma,Laxmipura SF,Jadi Simbal SF,Rodhara-FF-22-23,2,
Khedbrahma,Matoda SF,Radhivad,Radhivad-AFPBP-23-24,3,
Khedbrahma,Matoda SF,Matoda SF,Digthali-VKT-22-23,6,
Khedbrahma,Poshina SF,Poshina SF,Ajavas-FF-23-24,3,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Khedbrahma-NBM-24-25,2,
Khedbrahma,Laxmipura SF,Galodiya SF,galodiya-G1-20-21,5,
Khedbrahma,Laxmipura SF,Jadi Simbal SF,DEROL-RDFL-22-23,4,
Khedbrahma,Matoda SF,Radhivad,Chada-AFPBP-23-24,3,
Khedbrahma,Matoda SF,Matoda SF,Zanzva Ponai-HG-21-22,1,
Khedbrahma,Poshina SF,Poshina SF,Poshina-RDFL-23-24,1,
Khedbrahma,Kheroj SF,Dan Mahudi SF,Badiyantalav-NBM-24-25,0.5,
Khedbrahma,Lambadiya SF,Lambadiya SF,Tebda-NBM-24-25,2,
Khedbrahma,Matoda SF,Radhivad,Radhivad-AFLDP-23-24,1,
Khedbrahma,Matoda SF,Matoda SF,Zanzva Ponai-FF-21-22,1.5,
Khedbrahma,Poshina SF,Poshina SF,Ajavas-AFPBP-23-24,5,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Khedbrahma-HG-24-25,1,
Khedbrahma,Kheroj SF,Dan Mahudi SF,Kheroj-DCP-24-25,,
Khedbrahma,Lambadiya SF,Lambadiya SF,Tebda-DCP-24-25,,
Khedbrahma,Laxmipura SF,Galodiya SF,Lxmipura-G2-20-21,4,
Khedbrahma,Laxmipura SF,Jadi Simbal SF,Rodhara-VKT-22-23,0.4,
Khedbrahma,Matoda SF,Radhivad,Tuver-AFLDP-23-24,1,
Khedbrahma,Matoda SF,Matoda SF,Bhuridharfal-FF-21-22,6.5,
Khedbrahma,Poshina SF,Poshina SF,Kalchavad-AFLDP-23-24,2,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Naka-DCP-24-25,,
Khedbrahma,Kheroj SF,Dan Mahudi SF,Kheroj-FF-23-24,5,
Khedbrahma,Lambadiya SF,Lambadiya SF,Demti-FF-23-24,3,
Khedbrahma,Laxmipura SF,Galodiya SF,Laxmipura-VKNT-20-21,1,
Khedbrahma,Laxmipura SF,Jadi Simbal SF,Rodhara-NBM-22-23,3,
Khedbrahma,Matoda SF,Radhivad,Kallekha-AFHDP1-23-24,1,
Khedbrahma,Matoda SF,Matoda SF,Dodovada-VKT-21-22,1,
Khedbrahma,Poshina SF,Poshina SF,Kalikankar-AFLDP-23-24,2,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Bhutiya-DCP-24-25,,
Khedbrahma,Kheroj SF,Dan Mahudi SF,Ratanpur-FF-23-24,4,
Khedbrahma,Lambadiya SF,Lambadiya SF,Vinchi-FF-23-24,4,
Khedbrahma,Laxmipura SF,Galodiya SF,Galodiya-AFNTLDP-20-21,2,
Khedbrahma,Matoda SF,Radhivad,Mahadev Mandir-Unchidhanal-E-23-24,1,
Khedbrahma,Matoda SF,Matoda SF,Matoda-VKT-21-22,2.5,
Khedbrahma,Poshina SF,Poshina SF,Ambamahuda-AFLDP-23-24,1,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Khedbrahma-G1-23-24,8,
Khedbrahma,Kheroj SF,Dan Mahudi SF,Navamota-FF-23-24,1,
Khedbrahma,Lambadiya SF,Lambadiya SF,Dotad-FF-23-24,1,
Khedbrahma,Laxmipura SF,Jadi Simbal SF,Didhiya-NBM-22-23,2,
Khedbrahma,Matoda SF,Radhivad,CHADA-FF-22-23,4.5,
Khedbrahma,Matoda SF,Matoda SF,Matoda-AFNT-21-22,1,
Khedbrahma,Poshina SF,Poshina SF,Khandhora-AFLDP-23-24,2,
Khedbrahma,Kheroj SF,Dan Mahudi SF,Changod-FF-23-24,1,
Khedbrahma,Lambadiya SF,Lambadiya SF,Nada-FF-23-24,2,
Khedbrahma,Matoda SF,Matoda SF,Digthali-AFNT-21-22,1,
Khedbrahma,Poshina SF,Poshina SF,Pipaliya-AFLDP-23-24,2,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Khedbrahma TO Kheroj -S-23-24,3,
Khedbrahma,Kheroj SF,Dan Mahudi SF,Kheroj-RDFL-23-24,1.25,
Khedbrahma,Lambadiya SF,Lambadiya SF,LAmbadiya-RDFL-23-24,1,
Khedbrahma,Laxmipura SF,Jadi Simbal SF,Didhiya Ashram Shala-HG-21-22,1,
Khedbrahma,Matoda SF,Radhivad,Radhivad-FF-21-22,4,
Khedbrahma,Matoda SF,Matoda SF,Bhuridharfal-AFHDP1-21-22,0.5,
Khedbrahma,Poshina SF,Poshina SF,Salera-VKT-23-24,1,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Bhutiya-FF-23-24,3,
Khedbrahma,Kheroj SF,Dan Mahudi SF,Bu.Chhapara-AFLDP-23-24,9,
Khedbrahma,Lambadiya SF,Lambadiya SF,MAlvas-AFPBP-23-24,9,
Khedbrahma,Laxmipura SF,Jadi Simbal SF,Didhiya-FF-21-22,3,
Khedbrahma,Matoda SF,Radhivad,Gadhadashamlaji-VKSCP-21-22,1,
Khedbrahma,Matoda SF,Matoda SF,Patadiya-AFHDP1-21-22,0.5,
Khedbrahma,Poshina SF,Poshina SF,Ajavas-VKT-23-24,1.5,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Vartol-FF-23-24,8,
Khedbrahma,Kheroj SF,Dan Mahudi SF,Bu.Chhapara-VKT-23-24,3.5,
Khedbrahma,Lambadiya SF,Lambadiya SF,Malvas-AFLDP-23-24,9,
Khedbrahma,Laxmipura SF,Jadi Simbal SF,Derol-FF-21-22,1,
Khedbrahma,Matoda SF,Radhivad,kanthapura-AFPBP-21-22,2,
Khedbrahma,Matoda SF,Matoda SF,Agiya-FF-20-21,4,
Khedbrahma,Poshina SF,Poshina SF,Ambamahuda-VKT-23-24,2,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Gota-RDFL-23-24,1,
Khedbrahma,Kheroj SF,Dan Mahudi SF,Navamota-VKT-23-24,1.5,
Khedbrahma,Lambadiya SF,Lambadiya SF,Khandhora-VKT-23-24,1.5,
Khedbrahma,Laxmipura SF,Jadi Simbal SF,Didhiya-VKT-21-22,0.5,
Khedbrahma,Matoda SF,Radhivad,Unchidhanal-G2-20-21,4,
Khedbrahma,Matoda SF,Matoda SF,Ponai-FF-20-21,4,
Khedbrahma,Poshina SF,Poshina SF,Zinznat-FF-22-23,10,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Paroya-AFPBP-23-24,9,
Khedbrahma,Kheroj SF,Dan Mahudi SF,CHOGOD-FF-22-23,1.75,
Khedbrahma,Lambadiya SF,Lambadiya SF,Dedka-VKT-23-24,1,
Khedbrahma,Laxmipura SF,Jadi Simbal SF,Jadiimbal-VKT-21-22,1,
Khedbrahma,Matoda SF,Radhivad,Gadhda shamlaji-HG-20-21,1,
Khedbrahma,Matoda SF,Matoda SF,Matoda-AFNTLDP-20-21,2,
Khedbrahma,Poshina SF,Poshina SF,Dantral-RDFL-22-23,1,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Nichidhanal-AFPBP-23-24,1,
Khedbrahma,Kheroj SF,Dan Mahudi SF,RATNPUR-FF-22-23,6.15,
Khedbrahma,Lambadiya SF,Lambadiya SF,Demti-VKT-23-24,1,
Khedbrahma,Laxmipura SF,Jadi Simbal SF,Rodhara-AFNT-21-22,4,
Khedbrahma,Matoda SF,Radhivad,Matoda-VKNT-20-21,1.2,
Khedbrahma,Poshina SF,Poshina SF,Ajavas-VKT-22-23,3,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Rudramala-AFLDP-23-24,7,
Khedbrahma,Kheroj SF,Dan Mahudi SF,DANMAHUDI-FF-22-23,1.55,
Khedbrahma,Lambadiya SF,Lambadiya SF,Dotad-VKT-23-24,1,
Khedbrahma,Laxmipura SF,Jadi Simbal SF,Sisvadann-AFPBP-21-22,4,
Khedbrahma,Matoda SF,Radhivad,agiya-VKSCP-20-21,1,
Khedbrahma,Poshina SF,Poshina SF,Poshina-VKT-22-23,1,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,NIchidhanalKampa-AFLDP-23-24,5,
Khedbrahma,Kheroj SF,Dan Mahudi SF,BA.KANTHIYA-FF-22-23,1.55,
Khedbrahma,Lambadiya SF,Lambadiya SF,Polapan-VKT-23-24,1.5,
Khedbrahma,Laxmipura SF,Jadi Simbal SF,Gundel-VKNT-20-21,0.5,
Khedbrahma,Matoda SF,Radhivad,Radhivad-VKSCP-20-21,1,
Khedbrahma,Poshina SF,Poshina SF,Salera-VKT-22-23,1,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Vartol-AF-HDP1-23-24,2,
Khedbrahma,Kheroj SF,Dan Mahudi SF,Vhangod-VKT-22-23,1,
Khedbrahma,Lambadiya SF,Lambadiya SF,Tebda-VKT-23-24,1,
Khedbrahma,Laxmipura SF,Jadi Simbal SF,Agiya-VKNT-20-21,0.3,
Khedbrahma,Poshina SF,Poshina SF,Salera-VKSCP-22-23,1,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Vartol-AF-HDP2-23-24,1,
Khedbrahma,Kheroj SF,Dan Mahudi SF,Bu.Chapara-VKT-22-23,2.5,
Khedbrahma,Lambadiya SF,Lambadiya SF,Hingathiya-VKT-23-24,5,
Khedbrahma,Laxmipura SF,Jadi Simbal SF,Rodhara-VKNT-20-21,3,
Khedbrahma,Poshina SF,Poshina SF,Dantral to Poshina Rod-S-21-22,3,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,BHutiya-VK-T-23-24,7,
Khedbrahma,Kheroj SF,Dan Mahudi SF,Navamota-VKT-22-23,0.5,
Khedbrahma,Lambadiya SF,Lambadiya SF,Demati-FF-22-23,5,
Khedbrahma,Laxmipura SF,Jadi Simbal SF,Rodhara-AFNTLDP-20-21,2,
Khedbrahma,Poshina SF,Poshina SF,Chandrana-FF-21-22,2.5,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,GOTA-G-II-22-23,6,
Khedbrahma,Kheroj SF,Dan Mahudi SF,Bavalkanthiya-VKT-22-23,1.5,
Khedbrahma,Lambadiya SF,Lambadiya SF,Tadhivedi-FF-22-23,3,
Khedbrahma,Poshina SF,Poshina SF,Salera-FF-21-22,3,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,ARDEKTA COLLAGE-E-22-23,2,
Khedbrahma,Kheroj SF,Dan Mahudi SF,Sebaliya-VKT-22-23,0.8,
Khedbrahma,Lambadiya SF,Lambadiya SF,Tebada-FF-22-23,2,
Khedbrahma,Poshina SF,Poshina SF,Jinjnat-FF-21-22,4.5,
Khedbrahma,Kheroj SF,Dan Mahudi SF,Bu.ChhaparaSebaliya-VKSCP-22-23,0.5,
Khedbrahma,Poshina SF,Poshina SF,Petachapara-VKT-21-22,2.5,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Krushi Politicanic-Khed-HG-22-23,1,
Khedbrahma,Kheroj SF,Dan Mahudi SF,RATANPUR-RDFL-22-23,1.5,
Khedbrahma,Poshina SF,Poshina SF,Bedi-VKT-21-22,2,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Padardi-HG-22-23,1,
Khedbrahma,Kheroj SF,Dan Mahudi SF,NanaBaval-FF-21-22,4,
Khedbrahma,Lambadiya SF,Lambadiya SF,Lambadiya-RDFL-22-23,2,
Khedbrahma,Poshina SF,Poshina SF,Kalikankar-VKT-21-22,1.5,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Nichidhanal-HG-22-23,1,
Khedbrahma,Kheroj SF,Dan Mahudi SF,Baval Kanthiya-FF-21-22,6,
Khedbrahma,Lambadiya SF,Lambadiya SF,Tebda-VKT-22-23,1.8,
Khedbrahma,Poshina SF,Poshina SF,Salera-VKT-21-22,1,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Khedva-FF-22-23,5,
Khedbrahma,Kheroj SF,Dan Mahudi SF,Bu.Chapara-FF-21-22,4,
Khedbrahma,Lambadiya SF,Lambadiya SF,Lambadiya-VKT-22-23,1,
Khedbrahma,Poshina SF,Poshina SF,Ajavas-AFPBP-21-22,2,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,BAHEDIYA-FF-22-23,3,
Khedbrahma,Kheroj SF,Dan Mahudi SF,BavalKanthiya-VKT-21-22,2,
Khedbrahma,Lambadiya SF,Lambadiya SF,Vinchi-VKT-22-23,0.4,
Khedbrahma,Poshina SF,Poshina SF,Salera-AFLDP-21-22,1,
Khedbrahma,Khedbrahma SF,-,,,
Khedbrahma,Kheroj SF,-,,,
Khedbrahma,Lambadiya SF,-,,,
Khedbrahma,Laxmipura SF,-,,,
Khedbrahma,Matoda SF,-,,,
Khedbrahma,Poshina SF,-,,,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Van Chetna Kendra Khedbrahma,,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,,1,2025-26
Khedbrahma,Khedbrahma SF,Khedbrahma SF,,,2026-27
Khedbrahma,Khedbrahma SF,Khedbrahma SF,,1,2024-25
Khedbrahma,Khedbrahma SF,Khedbrahma SF,,20,2024-25
Khedbrahma,Kheroj SF,Dan Mahudi SF,,1,2024-25
Khedbrahma,Kheroj SF,Dan Mahudi SF,,3,2024-25
Khedbrahma,Laxmipura SF,Galodiya SF,,1,2024-25
Khedbrahma,Laxmipura SF,Galodiya SF,,11,2024-25
Khedbrahma,Laxmipura SF,Galodiya SF,,9,2024-25
Khedbrahma,Matoda SF,Radhivad,,3,2024-25
Khedbrahma,Matoda SF,Radhivad,,1,2025-26
Khedbrahma,Poshina SF,Poshina SF,,2,2025-26
Khedbrahma,Laxmipura SF,Galodiya SF,,,2024-25
Khedbrahma,Poshina SF,Poshina SF,,,2025-26
Khedbrahma,Khedbrahma SF,Khedbrahma SF,,,2023-24
Khedbrahma,Laxmipura SF,Galodiya SF,Galodiyaa to Laxmipura Canal Side-S-26-27,1,2026-27
Khedbrahma,Laxmipura SF,Galodiya SF,Tandaliya to Kalol Naka -S-26-27,1,2026-27
Khedbrahma,Laxmipura SF,Galodiya SF,Karunda-G-1 -26-27,2,2026-27
Khedbrahma,Laxmipura SF,Galodiya SF,Karunda-G-2 -26-27,4,2026-27
Khedbrahma,Laxmipura SF,Galodiya SF,Galodiya Smashan(Canal Side)-E-26-27,1,2026-27
Khedbrahma,Laxmipura SF,Galodiya SF,Naka Smashan-E-26-27,1,2026-27
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Rudramala- G-1 - 26-27,3,2026-27
Khedbrahma,Khedbrahma SF,Khedbrahma SF,,2,2025-26
Khedbrahma,Khedbrahma SF,Khedbrahma SF,,,
Khedbrahma,Lambadiya SF,Lambadiya SF,,,
Khedbrahma,Matoda SF,Radhivad,"Unchidhanal-G-2,26-27",4,2026-27
Himatnagar,Derol SF,Mehtapura SF,Parbada E-SCP 26-27,1,2026-27
Himatnagar,Raygadh SF,Pedhmala SF,Rupal E-SCP 26-27,1,2026-27
Himatnagar,Khed SF,Khed SF,Medical camp Kadodari,,2026-27
Khedbrahma,Khedbrahma SF,Khedbrahma SF,KHEDBRAHMA NURSARY- TALL SIDLING 26-27,,
Khedbrahma,Khedbrahma SF,Khedbrahma SF,"NICHIDHANAL KAMPA-VANKAVACH,26-27",1,2026-27
Khedbrahma,Matoda SF,Radhivad,"GENDEL-VANKAVACH,26-27",3,2026-27
Khedbrahma,Lambadiya SF,Lambadiya SF,DEMTI-RKVY NURSARY 26-27,,2026-27
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Vartol E,1,2026-27
Khedbrahma,Khedbrahma SF,Khedbrahma SF,Vartol Smashan E,1,2026-27
Meghraj,Rellavada SF,Rellavada SF,Kunol Nur -27-28,,2027-28
Meghraj,Megharaj SF,Megharaj SF,Dhekudi Nur-27-28,,2027-28
Meghraj,Banthivada SF,Ramgadhi SF,Hiratimba Nur-27-28,,2027-28
Meghraj,Banthivada SF,Ramgadhi SF,Rajpur-1 Rural Van Kavach,1,2027-28
Meghraj,Banthivada SF,Ramgadhi SF,Rajpur-2 Urban Van Kavach,1,2027-28
Bayad,Bayad SF,Bibipura SF,BIBIPURA VNM Nursery 2027-28,,
Idar,Revas SF,Vasai SF,KANPUR VNM,,2027-28
Idar,Jashvantgadh SF,Jashvantgadh SF,JASHAVATGADH VNM,,2027-28
Idar,Idar SF,Badoli SF,LALODA VNM,,2027-28
Idar,Idar SF,Badoli SF,LALODA,2,2026-27
Idar,Revas SF,Vasai SF,GANTHIYOL.,3,2026-27
Idar,Jashvantgadh SF,Jadar SF,VIRPUR,1,2026-27
Idar,Kadiyadara SF,Kadiyadara SF,ABDASAN.,5,2026-27
Idar,Kadiyadara SF,Kadiyadara SF,GORAL..,2,2026-27
Idar,Jashvantgadh SF,Jadar SF,MOTI VADOL,0.5,2026-27
Idar,Revas SF,Mudeti SF,MUDETI.,0.5,2026-27
Idar,Kadiyadara SF,Mudeti SF,ABDASAN,1,2026-27
Idar,Revas SF,Vasai SF,GANTIYOL,1,2026-27
Idar,Idar SF,Idar SF,PANJALAPOLE,2,2025-26
Idar,Idar SF,Badoli SF,SHERPUR,1,2025-26
Idar,Idar SF,Badoli SF,SADATPUR,3,2025-26
Idar,Kadiyadara SF,Kadiyadara SF,GORAL.,6,2025-26
Idar,Jashvantgadh SF,Jashvantgadh SF,EKLARA,1,2025-26
Idar,Idar SF,Idar SF,DIYOLI,2,2025-26
Idar,Kadiyadara SF,Kadiyadara SF,GORAL,4,2024-25
Idar,Verabar SF,Verabar SF,BARVAV.,1,2024-25
Idar,Idar SF,Daramali SF,GUNGARI,1,2024-25
Idar,Verabar SF,Verabar SF,BARVAV,1,2024-25
IDAR,Revas SF,Vasai SF,GANTHIYOL,0.5,2024-25
IDAR,Revas SF,Mudeti SF,MUDETI,1,2024-25
Bhiloda,Shamlaji SF,Shamlaji SF,Meshvo Vatika Nursery-VNM-27-28,,
Bhiloda,Shamlaji SF,Shamlaji SF,Meshvo Vatika Nursery-Department-27-28,,
Bhiloda,Bhiloda SF,Bhiloda SF,Mankaroda Nursery-VNM-27-28,,
Bhiloda,Bhiloda SF,Bhiloda SF,Mankaroda Nursery-Department-27-28,,
Malpur,Malpur SF,Mevda SF,Meditimba Nursery VNM-27-28,,
Malpur,Jitpur SF,Jitpur SF,Lalsipur Nursery VNM-27-28,,
Malpur,Malpur SF,Mevda SF,Meditimba Nursery Department-27-28,,
Malpur,Jitpur SF,Jitpur SF,Lalsipur Nursery Department-27-28,,
Modasa,Medhasan SF,Medhasan SF,Medhasan Nursery VNM-2027-28,,
Modasa,Medhasan SF,Medhasan SF,Medhasan Nursery Dep.-2027-28,,
Modasa,Medhasan SF,Medhasan SF,Medhasan Nursery LLMPIT(30*40-26-27,,
Modasa,Modasa SF,Sakriya SF,Majum Nursery VNM-2027-28,,
Modasa,Modasa SF,Sakriya SF,Majum Nursery Dep.-2027-28,,
Modasa,Modasa SF,Sakriya SF,Majum Nursery LLMPIT(30*40)-26-27,,
Idar,Idar SF,Idar SF,Rani Talav To Vijaynagar Tran Rasta,1,2023-24
Idar,Revas SF,Mesan SF,Posina To bolundra Road,1,2023-24
Idar,Revas SF,Vasai SF,Ganthiyol 23-24,8,2023-24
Idar,Jashvantgadh SF,Jashvantgadh SF,Virpur 23-24,4,2023-24
Idar,Idar SF,Daramali SF,Badresar Smasan,1,2023-24
Idar,Revas SF,Mesan SF,Sabali Smasan,1,2023-24
Idar,Jashvantgadh SF,Jashvantgadh SF,Sundarpur,1,2023-24
Idar,Kadiyadara SF,Kadiyadara SF,Goral 23-24,1,2023-24
Idar,Idar SF,Idar SF,Rani Talav 23-24 van kavach,0.25,2023-24
Idar,Idar SF,Idar SF,Rani Talav 23-24 Namo Vad Van,1,2022-23
Idar,Jashvantgadh SF,Davad SF,Saptesawar Namo Vad Van,1,2022-23
Bhiloda,Shamlaji SF,Shamlaji SF,Van Kavach 23-24,0.5,2023-24
Bhiloda,Shamlaji SF,Bhetali SF,Kheradi Talav A.S.P - 25-26,0.5,2025-26
Idar,Idar SF,Badoli SF,Laloda RKVY 25-26,,2025-26
Khedbrahma,Laxmipura SF,Galodiya SF,"Galodiya-Vankavach,23-24",1,2023-24
